rating,reviews,company,province,parsed_date,processed_reviews
1,"3hari paket aku ga keluar juga darisini gila sih kalau bukan karena tiktokshop ga mau aku pakai ni ekspedisi, sebelum ini juga paket aku ketahan 10hari.",JNT,Jambi,2021-01-20,paket tidak darisini gila sih tiktokshop tidak pakai ni ekspedisi paket tahan
1,AQ dari tgl 12/4/23 paket Udah di Jmb sampai hari ini juga belum di anter 17/4/23 .dulu pernah hilang sekali paket pesanan customer pula ...,JNT,Jambi,2021-01-20,aq tgl paket jmb belum anter hilang paket pesan customer
1,"Pelayanan kurir yg sangat tdk baik,Brg sy COD tp tdk memberi kembalian,malah d bawa kabur...tolong di perbaiki lg pelayanan dlm segala hal,,bkn mslh nominal tp sangat mengecewakan,mencari rejeki tdk halal,,kurir atau rampok",JNT,Jambi,2021-01-20,layan kurir yg tdk brg sy cod tp tdk kembali d bawa kabur tolong baik lg layan dlm bkn mslh nominal tp kecewa cari rejeki tdk halal kurir rampok
1,"Mau nanya nih iya semoga di bales sih
Paket cod saya tadi kok di minta duit beda sama dengan harga di SHOPEE iya!!?
Ini kenapa iyak!!! …",JNT,Jambi,2021-01-20,nanya nih iya moga bales sih paket cod duit beda harga shopee iya iyak
1,Payah j&t yang sekarang udah nggk kayak dulu lagi ini paket saya udah seminggu nggk jalan ada di pusat jambi,JNT,Jambi,2021-01-20,payah j t nggk paket minggu nggk jalan pusat jambi
1,"Paket belom sampai sungai penuh udah balik ke jambi lagii gimana sih,mana pengiriman nya udah 15 hari dari jambii",JNT,Jambi,2021-01-20,paket belum sungai penuh jambi lagi gimana sih kirim nya jambii
4,Saya Cuman Mau komplen kenapa sya setiap codan smaa kurir area tangkit selalu kena tambahan ongkir sedangkan di aplikasi gratis ongkinya msh ada kena tambah ketika dianter kena tambahan lagi😞 Tolong di tanyakan oleh kurirnya. Sedangkan dgn kurir yg sebelum nya gak pernah kena tambahan. Mohon di tidak lanjut! …,JNT,Jambi,2021-01-20,cuman komplen sya codan smaa kurir area tangkit kena tambah ongkir aplikasi gratis ongkinya msh kena anter kena tambah tolong kurir dgn kurir yg nya tidak kena tambah mohon tidak
1,"Mohon maaf memang sekarang pelayanan nya berkurang, suka datang paket yang nyasar di tempat saya.. dan ujungnya saya harus mengembalikan sendiri mencari alamat orang yang punya, dan juga saat paketnya di Jambi suka lama padahal dari tempat …",JNT,Jambi,2021-01-20,mohon maaf layan nya kurang suka paket nyasar ujung kembali cari alamat orang paket jambi suka lama
1,"Paket dari tanggal 5 sampe tanggal 9 ngga jalan2, padahal sudah masuk gudang jambi. Kapok ngga kapok ngga? Yaa kapoklah 👎
Ngga lagi2 deh ngulangin pake jnt. …",JNT,Jambi,2021-01-20,paket tanggal sampe tanggal tidak jalan masuk gudang jambi kapok tidak kapok tidak yaa kapok tidak deh ngulangin pake jnt
1,"Paket langsung dititip ditetangga d letakan d depan pintu rumah. Padahal saya d rumah, tidak ada kurir manggil. Kalau hilang mana mau kurir tanggung jawab. Mau gampang nya saja👎👎👎 …",JNT,Jambi,2021-01-20,paket langsung titip tetangga d leta d pintu rumah d rumah tidak kurir manggil hilang kurir tanggung gampang nya
1,Saya mau tanya ya kan ada pesanan barang cod kebetulan LG GX ada uang dan sya minta retur kok di minttain 20rb SM kurirnya katanya biaya ongkir jelas2 ongkir gratis...ini ada permainan apa kurinya ya.expedisi lain kalau batal GX perlu minta …,JNT,Jambi,2021-01-20,ya pesan barang cod lg gx uang sya retur minttain rb sm kurir biaya ongkir ongkir gratis main kur ya expedisi batal gx
1,"gila bener dari tgl 04 sampe tanggal 19 paket gk sampe2, giliran udah dijambi paket gk gerak2.. ampas bener ni ekspedisi",JNT,Jambi,2021-01-20,gila bener tgl sampe tanggal paket gk sampe gilir dijambi paket gk gerak ampas bener ni ekspedisi
1,"Kecewa dengan jnt , dri awal dak pingin pake ini , cuma yang ada pengiriman ini ya apaboleh buat , pket udah sampai di gudang , tetapi belum juga di kirim ke alamat , sebanyak apa sih sampe sortir selama itu ???",JNT,Jambi,2021-01-20,kecewa jnt dri dak pingin pake kirim ya apaboleh pket gudang belum kirim alamat sih sampe sortir
1,"Besar namanya saja, tp urusan pelayanan dan komitment sangat jauh dari standar. Banyak yg kecewa.",JNT,Jambi,2021-01-20,nama tp urus layan komitment standar yg kecewa
1,Pengiriman lambat pesan dari tanggal 9 Januari 2024 Sampek sekarang blm sampai,JNT,Jambi,2021-01-20,kirim lambat pesan tanggal januari sampek blm
2,paket gw stop disini 2 hari apa lah..kerjanya apalah,JNT,Jambi,2021-01-20,paket gw stop  kerja apa
1,"Kerja ga profesional. Barang saya sampai kdg mau sembarangan titip org yg saya tidak kenal. Kemarin tgl 13 mei 2021 brg saya sampai di kbrin kurir srh jemput di ktr Jnt Rajawali, sampe sana pihak ktr tidak mau kasih dg alasan sdh tutup …",JNT,Jambi,2021-01-20,kerja tidak profesional barang kdg sembarang titip org yg tidak kenal kemarin tgl mei brg kbrin kurir srh jemput ktr jnt rajawali sampe ktr tidak kasih dg alas sdh tutup
1,"Tolong kurir anda yg nomor ini +62 852-6622-5703 di kasi SP lah, seenaknya naro paket saya dipot bunga, kalo hilang gimana? Kalo ga ada orang dirumah ya telfonlah! Kan ada nomornya dipaket! Yg jelas kalo punya kurir!!",JNT,Jambi,2021-01-20,tolong kurir yg nomor kasi sp  naro paket pot bunga hilang gimana tidak orang rumah ya telfonlah nomor paket yg kurir
1,Paket sudah 10 hari lebih sudah sampai berhari hari tetapi tidak di antar 4 paket,JNT,Jambi,2021-01-20,paket hari tidak paket
2,"Pesanan saya uda nympek tp gk d anter2 jg,pdahal deket jarak ny
Mohon untu kerja sama ny donk",JNT,Jambi,2021-01-20,pesan uda nympek tp gk d anter jg pdahal deket jarak ny mohon untu kerja ny donk
1,"Parah sih, pelayanan expedisi skarang jadi lambat banget, payah cs ngga tau apa apa, biasa nya max 3 hari sampe ini sudah 10 hari ga sampe, mana paket nya nyasar² ke kota lain pula, payah banget deh, sangat kecewa .!!!!!",JNT,Jambi,2021-01-20,parah sih layan expedisi skarang lambat banget payah cs tidak nya max sampe tidak sampe paket nya nyasar kota payah banget deh kecewa
1,"Busa bisanya paket ku nyasar ke Denpasar, lah terus sdh ada tulisan menuju lokasi anda tapi kok balik ke gudang lagi, jambi bandung 12 hari anjiir, kasih bintang 1 yak",JNT,Jambi,2021-01-20,busa bisa paket ku nyasar denpasar  sdh tulis lokasi gudang jambi bandung anjiir kasih bintang yak
1,"Pesanan saya dari tnggal 25an mestinya sampe seblum tanggal 28, dan skrg sdah tnggal 1 april saya belum menerima paket saya. Dan malah d keterangan sudah d terima oleh saya dengan kterangan foto di mayang. Ampunnn banget. Kecewaaaa !!!!",JNT,Jambi,2021-01-20,pesan tanggal tanggal tanggal april belum terima paket informasi terima terang foto mayang sesal kecewa
4,"Sukaa banget sama pelayanan Jnt Express
Pengiriman cepatt, kurir pada hafal jalan jadi kalo antar paket langsung sampai ke depan rumah, tanpa harus muter²nanyain, untuk ongkir lumayan terjangkau yaaaa",JNT,Jambi,2021-01-20,sukaa banget layan jnt express kirim cepatt kurir hafal jalan paket langsung rumah muter nanyain ongkir lumayan jangkau ya
1,Pengantar tidak tepat waktu tolong report kasus ini pihak gudang tidak update saat pengiriman telah sampai di kota tujuan hingga tidak ada kejelasan paket bisa di ambil atau tidak,JNT,Jambi,2021-01-20,antar tidak tepat waktu tolong report gudang tidak update kirim kota tuju tidak jelas paket ambil tidak
5,".Kali ini gw mau sharing pengalaman gw ngirim paket via J&T (agak rancu JET atau J&T, karna di websitenya jet.express.co.id). Gw sharing ini ga bermaksud untuk menjatuhkan nama ekpedisi ini. Cuma tangan gatel aja pengen ngebeberin kinerja …",JNT,Jambi,2021-01-20,kali gw sharing alam gw ngirim paket via j t rancu jet j t karna websitenya jet express co id gw sharing tidak jatuh nama ekpedisi tangan gatel ken ngebeberin kerja
1,tolong solusi dan profesionalitasnya jnt jambi. keterangan masih di sortir dan menunggu jadwal keberangkatan udah seminggu ditunggu paket tak kunjung datang,JNT,Jambi,2021-01-20,tolong solusi profesionalitas jnt jambi terang sortir tunggu jadwal berangkat minggu tunggu paket kunjung
1,"Paket saya udah sampai dijambi tgl 5 belum juga sampai ke Tungkal tgl 10 hari ini, seharusnya mau dekat lebaran ini diubah cara kinerjanya, bnyak konsumen yg kecewa macam gini, percuma beli barang sampai lebaran blm juga sampai, gak jadi orng lebaran gara2 ekspedisi ini",JNT,Jambi,2021-01-20,paket dijambi tgl belum tungkal tgl lebaran ubah kerja bnyak konsumen yg kecewa gin beli barang lebaran blm tidak orng lebaran gara ekspedisi
1,"kalo ada bintang 0, saya kasih bintang 0. jelek bgt JnT mending pindah ekspedisi lain sihhh!!! kaget jg ternyata byk yang kecewa",JNT,Jambi,2021-01-20,bintang kasih bintang jelek bgt jnt mending pindah ekspedisi sih kaget jg byk kecewa
1,"Baru kali ini saya nunggu paket 6 hari status pengiriman masih dalam perjalanan, padahal dari jakarta - jambi doang, kalau JNE mah paling lama 3 hari tembus ampun dah, dan aneh nya barang udh di jambi 2 hari tapi gk di kirim, dengan alasan masih dalam proses sortir 😤😤😤 …",JNT,Jambi,2021-01-20,kali nunggu paket status kirim jalan jakarta jambi doang jne mah lama tembus ampun dah aneh nya barang udh jambi gk kirim alas proses sortir
5,"JNT Pusat Jambi. Dekat dari Pasar sehingga gak banyak makan waktu untuk ke lokasi. Kalo ada pengiriman barang sering pakai jasa ini. Paket cepat sampai dan amanah. Lokasi parkiran luas, bersih, dan yang terpenting GRATIS !
Semoga JNT makin sukses ke depannya dan makin menambah lapangan kerja. Aamiin",JNT,Jambi,2021-01-20,jnt pusat jambi pasar tidak makan waktu lokasi kirim barang pakai jasa paket cepat amanah lokasi parkir luas bersih penting gratis moga jnt sukses depan tambah lapang kerja aamiin
1,Paket sudah seminggu di drop point' tapi dk ada kejelasan kapan diantar. Tapi bodo amat la paket cod ini. Silahkan return sendiri,JNT,Jambi,2021-01-20,paket minggu drop point  dk jelas antar bodo la paket cod silah return
1,"Lelet banget , padahal cuma ngambil paket di kantor nya sampe lama benget!!!!",JNT,Jambi,2021-01-20,lelet banget ngambil paket kantor nya sampe lama benget
1,"Tidak bertanggung jawab, paket dibawa kemana-mana, tidak di antar kerumah",JNT,Jambi,2021-01-20,tidak tanggung paket bawa mana tidak rumah
1,"Akhir2 ini kecewa dengan kinerja j&t. Barang yg diterima rusak. Trus disimpan digudang tanpa konfirmasi ke penerima barang. 2x didatangin brg blm bisa diambil,krn mgkn brgny rusak mrk lg cari cara buat perbaiki. Setelah diomel2in baru …",JNT,Jambi,2021-01-20,kecewa kerja j t barang yg terima rusak trus simpan gudang konfirmasi terima barang x didatangin brg blm ambil krn mgkn brgny rusak mrk lg cari baik omel in
1,"Paket sudah 2 hari nyampe jambi tapi belum diantar2 juga, gak tepat waktu lagi sekarang jnt. Lelet",JNT,Jambi,2021-01-20,paket nyampe jambi belum antar tidak tepat waktu jnt lelet
1,"MAAF SEBELUM NYA GARA GARA JASA EXPEDISI J&T ,SAYA TIDAK BISA BERBELANJA ONLINE LAGI DI SHOPEE, KURIR NYA BEGOK UNTUK BULAN INI,MASAK PESANAN SAYA DI KEMBALIKAN LAGI KE PENJUAL, PADAHAL BELUM DI ANTAR KE ALAMAT, DGN ALASAN SAYA MENOLAK, TOLONG UNTUK PIHAK J&T KURIR YG BEGITUAN JGN DI SURUH KERJA.TERIMA KASIH",JNT,Jambi,2021-01-20,maaf nya gara gara jasa expedisi j t tidak belanja online shopee kurir nya begok masak pesan kembali jual belum alamat dgn alas tolak tolong j t kurir yg begitu jgn suruh kerja terima kasih
1,Paket udah 2 hari sampai di Jambi blm di antar juga gak jelas emang ni,JNT,Jambi,2021-01-20,paket jambi blm tidak emang ni
5,"Pelàyanannya ramah, petugasnya sabar dalam menjawab segala pertanyaan ataupun komplain dari konsumen. Saya kirim paket yang reguler, perkiraan saya 3-4 hari baru sampe. Kenyataannya 2 hari udah sampe, benar2 memperhatikan kepuasan pelanggan. Top markotop dah pokoknya",JNT,Jambi,2021-01-20,pel yanannya ramah tugas sabar komplain konsumen kirim paket reguler kira sampe nyata sampe perhati puas langgan top markotop dah pokok
1,Udah 4hari paket udh sampe jambi tapi ga diantarantar. Percuma ada call center udah di chat dan dihubungi ga ada tanggapan sama sekali👎🏻 …,JNT,Jambi,2021-01-20,paket udh sampe jambi tidak diantarantar call center chat hubung tidak tanggap
1,"Tolong Kembalikan semangat Jente Seperti yg awal dahulu, makin kesini malah makin kesana. Sesusaikan gaji kurir dgn medan Jalan yg di tempuh.",JNT,Jambi,2021-01-20,tolong kembali semangat jente yg kesini kesana sesusaikan gaji kurir dgn medan jalan yg tempuh
3,Paket saya udh dr tgl 7 sampai tgl 15 ga ada pergerakan ini gimana sih🙃 …,JNT,Jambi,2021-01-20,paket udh dr tgl tgl tidak gera gimana sih
3,Paket dri tggl 23 sampe skrg belom ada niat mau di kirim ke muaro jambi sengeti ya.. Kasian yg sudh mengirimkan barangnya klaw sampe hilang. Dn gk smpe ke customer nya. Tolong ya.. Klaw masih mau lebih lma lg.. Pelayananya harus lebih baik dong...,JNT,Jambi,2021-01-20,paket tanggal belum niat kirim senget muaro jambi sayang paket kirim hilang tidak langgan tolong klaw layan
1,"woi barang guaaa udah 4 hari ga di antarr
orang mau lebarannnn paket lamo niannn
antarr woi",JNT,Jambi,2021-01-20,woi barang gua tidak antarr orang lebaran paket lamo nian antarr woi
1,"ekspedisi paling membagongkan :), tebo ke jambi aja 3 hari, barang  sudah sampai pun mau jemput sendiri ga bisa. smh",JNT,Jambi,2021-01-20,ekspedisi bagong tebo jambi barang jemput tidak smh
1,"Jnt Jambi pelayanan jelek banget, paket sudah 3hari dijambi gak diantar2

Mulai sekarang saya stop menggunakan jasa jnt
Mnding pakai yang disebelah",JNT,Jambi,2021-01-20,jnt jambi layan jelek banget paket dijambi tidak antar stop jasa jnt mnding pakai belah
1,Kurir gak jelas. Paket ket nya akan dikirim ke alamat dari jam 13.06 sampai dg jam 17.54 belum dtg..  Kalo gak tau alamat di telpon. Masa konsumen yang harus nelpon.,JNT,Jambi,2021-01-20,kurir tidak paket ket nya kirim alamat jam dg jam belum dtg tidak alamat telpon konsumen nelpon
1,"Paket ak udah 3 hari di jambi muter "" si situ be aneh agak Laen emng",JNT,Jambi,2021-01-20,paket jambi aneh
1,"Paketku dari tanggal 5 mei sampai sekarang tanggal 19 mei 2021 belum juga sampai,di tracking historinya lempar sana sini,
Mohon yg ada no tlp kantor jambi dong
Udah jadi bubur mungkin paketku di lempar sana sini",JNT,Jambi,2021-01-20,paket tanggal mei tanggal mei belum tracking histori lempar mohon yg no tlp kantor jambi  bubur paket lempar
5,"Kirim paket selalu andalan aku pakai jnt

Kalo mau order nes v n vitamale lgsg chat ya
082180403244",JNT,Jambi,2021-01-20,kirim paket andal pakai jnt order nes v n vitamale lgsg chat ya
4,"Bagus bisa buka sampai jam 8 malam, hanya saja nmr telp kantor nya tidak bisa dihubungi. Jadi yg bermasalah paketnya belum datang terpaksaa harus langsung datang ke kantor untuk komplain",JNT,Jambi,2021-01-20,bagus buka jam malam nmr telp kantor nya tidak hubung yg masalah paket belum terpaksaa langsung kantor komplain
1,Paket dr tanggal 4 sampe sekarang blom sampe ke daerah Bulian,JNT,Jambi,2021-01-20,paket tanggal belum daerah bulian
1,"Jasa kirim paling buruk,,,bukannya udh terkenal makin baguss,ini mkin buruk,,,ngantaar pketnya paakai sepedaa yaa? Lama banget",JNT,Jambi,2021-01-20,jasa kirim buruk udh kenal baguss mkin buruk ngantaar pketnya paakai sepedaa yaa lama banget
1,"kecewa sih masa barang sdah sampai d jambi gk d anter"" tau"" nya bsok update udah di medan, katanya salah sortir, emng gak di liat dlu bagus"" pas nyortir ny, jujur kalau seperti ini adalah suatu kerugian bagi konsumen, harus ny udah dari kmrn"" smpe tapi skrg sdah lewat estimasi barang msih di pekan baru.",JNT,Jambi,2021-01-20,kecewa sih barang sdah d jambi gk d anter nya bsok update medan salah sortir emng tidak liat dlu bagus pas nyortir ny jujur rugi konsumen ny kmrn smpe skrg sdah estimasi barang msih pekan
5,"Sejauh ini saya sering kirim paket disini, disini waktu pengiriman nya masih standard 2-3hari sampai tujuan. Tidak ada layanan ONS.  Untuk harga lebih murah daripada ekspedisi sebelah",JNT,Jambi,2021-01-20,kirim paket waktu kirim nya standard tuju tidak layan ons harga murah ekspedisi belah
1,jnt gak jelas paket saya udh 1 minggu ketahan,JNT,Jambi,2021-01-20,jnt tidak paket udh minggu tahan
1,"Gak jelas barang gak diantar sekarang kurir baru. saya lebih suka kurir nya R. Ikhsan Iskandar. Abang ramah,baik, tepat waktu.",JNT,Jambi,2021-01-20,tidak barang tidak antar kurir suka kurir nya r ikhsan iskandar abang ramah tepat waktu
1,"Dulu pelayanannya bagus, dan pake jnt trus. Tp makin kesini makin buruk",JNT,Jambi,2021-01-20,layan bagus pake jnt trus tp kesini buruk
1,paket dari tadi ga di antar' nge stuck ke hub jambi padahal sudah melewati estimasi,JNT,Jambi,2021-01-20,paket tidak  nge stuck hub jambi lewat estimasi
1,Pelayanan Buruk...Barang Belum Saya Trima Kok di Cek di Resi Sudah Dikirimkan...Gila Apa gimana...ga lagi lagi deh,JNT,Jambi,2021-01-20,layan buruk barang belum trima cek resi kirim gila gimana tidak deh
3,"Tempatnya kecilll...
Pelayanannya masih lambat. Tapi tidak seribet jasa kiriman sebelah. Di Jawa ini laris di sini sepi...Tapi jempol dah, buat track pengiriman nya.. Lebih jelas dan bisa langsung tahu posisi barang sedg di mana, dan ini tidak ada di jasa pengiriman sebelah.",JNT,Jambi,2021-01-20,tempat layan lambat tidak seribet jasa kirim belah jawa laris sepi jempol dah track kirim nya langsung posisi barang sedg tidak jasa kirim belah
1,"Parah bgt, di tlp gak mau angkat. Maksa tlp terus2an ntah ngmg ap lgsg d matikan. Gk niat jawab gak usah pasang no hp lah. Ksh aj no kantor yang jelas2 biar CS yg jwb. No hp apaan ini??? …",JNT,Jambi,2021-01-20,parah bgt tlp tidak angkat maksa tlp an ntah ngmg ap lgsg d mati gk niat tidak pasang no hp  ksh aj no kantor biar cs yg jwb no hp
1,Paket udah 10 hari ga diantar.,JNT,Jambi,2021-01-20,paket tidak antar
1,Selalu mengecewakan....paket datang lambat terus dan tidak tepat waktu perjanjian padahal dekat dengan J&T nya,JNT,Jambi,2021-01-20,kecewa paket lambat tidak tepat waktu janji j t nya
1,"Barang Udh 2 minggu tidak ad kejelasan,ngirim lewat j & t merangin, di konfirmasi jnt merangin jnt jambi yg salah, sangat mengecewakan",JNT,Jambi,2021-01-20,barang udh minggu tidak ad jelas ngirim j t rangin konfirmasi jnt rangin jnt jambi yg salah kecewa
1,"Makin lemot aja pengiriman,udah 1mnggu barang belom nyampek padahala jambi- kirim ke malang makin kacau 🙈 …",JNT,Jambi,2021-01-20,lot kirim mnggu barang belum nyampek padahala jambi kirim malang kacau
1,"Enakan juga expedisi sebelah. Kurir nya kebanyakan tidur kek nya.. Jelas barang udah di jambi malah dibawa muter"" Ga jelas.  2hari baru sampe",JNT,Jambi,2021-01-20,enak expedisi belah kurir nya banyak tidur kek nya barang jambi bawa muter tidak sampe
1,"Paket sdh ada dijambi, diambil aja ga bsa. Gjls! Pngrmn lama, barang penting!",JNT,Jambi,2021-01-20,paket sdh dijambi ambil tidak bsa gjls pngrmn lama barang
5,"Salut sih sama pelayanan jnt jambi, barang asuransi hilang langsung d ganti , gak pakai nanti2.",JNT,Jambi,2021-01-20,salut sih layan jnt jambi barang asuransi hilang langsung d ganti tidak pakai
5,"Bpk ibu,apakah hari minggu kurir tetap mengantarkan barang ke alamat?trims sebelumnya,pelayanan cepat dan memuaskan",JNT,Jambi,2021-01-20,bpk minggu kurir antar barang alamat trims layan cepat muas
1,"Jnt sekarang kacau, lelet paket sdh 2 hari di jambi gak di antar ke alamat",JNT,Jambi,2021-01-20,jnt kacau lelet paket sdh jambi tidak alamat
1,"Sy cek di aplikasi online shop paket saya sdh sampai di jambi 2 hari yang lalu, sekarang malah di sortir masuk ke barang2 yang berangkat ke belitung, muter2 dah tu paket...",JNT,Jambi,2021-01-20,sy cek aplikasi online shop paket sdh jambi sortir masuk barang berangkat belitung muter dah tu paket
1,"Paket sudah 6 hari sampe di jambi,sampai hari ini blm diantar juga",JNT,Jambi,2021-01-20,paket sampe jambi blm antar
1,"Paket udh nyampe tgl 7 pukul 7, skrg tgl 8, blm ada kabar kurir,",JNT,Jambi,2021-01-20,paket udh nyampe tgl skrg tgl blm kabar kurir
1,Gk sesuai etamilasi brg harus nya nyampai tgl 10  mlah tgl 17 bru datang gk profesional,JNT,Jambi,2021-01-20,gk sesuai etamilasi brg nya nyampai tgl mlah tgl bru gk profesional
5,"J&T Express salah satu jasa pengiriman yang menurut saya oke, pelayanannya baik, tempat parkirnya cukup luas.",JNT,Jambi,2021-01-20,j t express salah jasa kirim oke layan parkir luas
5,"Sering banget pake jasa ini dan selalu puas sama pelayanan disini
Selalu ada promo menarik untuk pengiriman",JNT,Jambi,2021-01-20,banget pake jasa puas layan promo tarik kirim
1,paket awak dk sampe sampe,JNT,Jambi,2021-01-20,paket tidak
1,"Anjing, masa yg dri jakarta duluan nyampe nya , ngirim dri plembang ke pku ko nyangkut lama disini",JNT,Jambi,2021-01-20,anjing jakarta duluan kirim plembang pku lama stuck
3,"Barang saya blm jg d antar, saya mau ambil sendiri bingung mau ambil d pusat atau d cabang",JNT,Jambi,2021-01-20,barang blm jg d ambil bingung ambil d pusat d cabang
1,admin call center nya.. nggak banget.di tanya nggak ramah sumpah Demi apapun,JNT,Jambi,2021-01-20,admin call center nya tidak banget tidak ramah sumpah apa
1,Pelayanan yang sangat jelek terutama kurirnya gak becus,JNT,Jambi,2021-01-20,layan jelek kurir tidak becus
2,bbrapa minggu ini pengiriman lama ga sprti dulu2,JNT,Jambi,2021-01-20,bbrapa minggu kirim lama tidak sprti
5,Good.pengiriman cpt kurir jg okeeeeeee. Bisa COD juga,JNT,Jambi,2021-01-20,good kirim cpt kurir jg oke cod
1,"Cs tidak ramah, paket lama sampai.",JNT,Jambi,2021-01-20,cs tidak ramah paket lama
5,"Bagus, pelayanan ramah,",JNT,Jambi,2021-01-20,bagus layan ramah
4,Pelayanan bagus,JNT,Jambi,2021-01-20,layan bagus
4,Pelayanannya ok,JNT,Jambi,2021-01-20,layan ok
5,Bagus sekali,JNT,Jambi,2021-01-20,bagus
3,Kurirnya kurang ramah. Saya tidak sabar,JNT,Jambi,2021-01-20,kurir ramah tidak sabar
4,Pelayanan kurir yang baik,JNT,Jambi,2021-01-20,layan kurir
1,Sudah lama sekali~,JNT,Jambi,2021-01-20,lama
4,Oke,JNT,Jambi,2021-01-20,oke
5,Kerja bagus,JNT,Jambi,2021-01-20,kerja bagus
3,Lebih baik dari JNE,JNT,Jambi,2021-01-20,jne
4,Bagus,JNT,Jambi,2021-01-20,bagus
4,Sejauh ini bagus,JNT,Jambi,2021-01-20,bagus
5,Jika,JNT,Jambi,2021-01-20,
5,Oke,JNT,Jambi,2021-01-20,oke
5,Berkemas,JNT,Jambi,2021-01-20,kemas
5,Atas,JNT,Jambi,2021-01-20,
5,Pelayanan yang paling ramah,JNT,Jambi,2021-01-20,layan ramah
5,Pelayanan bagus,JNT,Jambi,2021-01-20,layan bagus
5,Bagus,JNT,Jambi,2021-01-20,bagus
2,"Adminnya ga bisa kali yaa ngmg kata sapaan
Pak / bu / kak , ini lgsg aja ngmg
""Besok lg ambil retur sebelum jam 4"" …",JNT,Jawa Barat,2021-01-20,adminnya tidak sapa bu kak tidak besok ambil kembali jam
1,"Udah 5 hari paket saya stuck di sini..
Udh lapor ke CS j&t baru di kirim baru jalan lu, eh dateng"" Isinya salah.. Mana packagingnya udh di buka udah d ganti",JNT,Jawa Barat,2021-01-20,paket stuck udh lapor cs j t kirim jalan lu eh dateng isi salah packagingnya udh buka d ganti
1,"Paket udh 2 hari ketahan disini doang, makin aneh aja nih ekspedisi bukannya makin bagus malah makin kaga jelas",JNT,Jawa Barat,2021-01-20,paket udh tahan doang aneh nih ekspedisi bagus kaga
1,"Gila ganiat kerja apa ya karyawannya? Paket dari kemarin katanya dikirim ke penerima, ternyata salah sortir, trs katanya hari ini maksimal dikirim nyatanya ZONK!!! Dari siang ngapain? Pdhl kalo diliat dari maps jarak si penerima ke kantor …",JNT,Jawa Barat,2021-01-20,gila ganiat kerja ya karyawannya paket kemarin kirim terima salah sortir trs maksimal kirim zonk siang ngapain pdhl liat maps jarak si terima kantor
1,"Ini paket gak gerak2 disitu2 bae padahal update nya siang, lu kurir2 kerja ngapain tong,, pengiriman lambat banget, nyesel pake pengirimannya..",JNT,Jawa Barat,2021-01-20,paket tidak pindah kesana siang diupdate ngapain kurir kirim lambat sayang kirim
1,Paket saya gak sampe ini.. D cek no resi malah ke Jawa Timur.. Pengiriman atas nama adi.. Padahal harus nya ke tanggerang atas nama lilis. Saya udh bayar lq.. Gk ada pertanggungjawaban nya.. D tlpn gk ada respon,JNT,Jawa Barat,2021-01-20,paket tidak sampe d cek no resi jawa timur kirim nama adi nya tanggerang nama lil udh bayar lq gk pertanggungjawaban nya d tlpn gk respon
1,"Paket gw di cabang ini gk gerak"" , biasa pakai spx, cuma nyoba doang pake j&t ternyata gila, ogah dua kali gw , wkwkwk lu kalau udh pada bosen kerja resign aja , biar org lain yg btuh kerja buat gantiin lu pada ..",JNT,Jawa Barat,2021-01-20,paket gw cabang gk gerak pakai spx nyoba doang pake j t gila ogah kali gw wkwkwk lu udh bosen kerja resign biar org yg btuh kerja gantiin lu
1,"kecewa banget sama j&t paket ketahan 2 hari digudang ini, padahal pengirim sama penerima sama sama dari bekasi, payah, ga lagi lagi pake ekpedisi ini",JNT,Jawa Barat,2021-01-20,kecewa banget j t paket tahan gudang kirim terima bekas payah tidak pake ekpedisi
1,"Setiap pemesanan kargo selalu muter muter,paket di bawa keliling luar kota,gak jelas,gua beli juga bukan barang murah padahal,shopee juga ngapain make jasa J&T kerja bisa kaga pengiriman nya lambat,mau mau nya kerja sama",JNT,Jawa Barat,2021-01-20,order cargo ganti ganti paket bawa keliling kota tidak beli barang murah shopee pakai jasa j t fungsi
1,"J&T Bekasi ga guna
Barang udah dua kali ilang,tapi ga ada pertanggung jawaban sama sekali
Nyesel gw naro barang di situ, cukup kali ini naro di situ...
Lebih baik naro  jauh tapi aman",JNT,Jawa Barat,2021-01-20,j t bekas tidak barang kali ilang tidak tanggung nyesel gw naro barang situ kali naro situ naro aman
1,"parah, kirim paket makanan tapi pihak bekasi salah nempel resi, harusnya ke cianjur malah sampe ke bogor, habis complain ke pusat baru dikirim dari bogor, terus dari pihak j&t bekasi ini katanya kalau makanannya basi mau di ganti, tapi …",JNT,Jawa Barat,2021-01-20,parah kirim paket makan bekas salah nempel resi cianjur sampe bogor habis complain pusat kirim bogor j t bekas makan basi ganti
1,"Pegawai nya pada ambil gaji buta bangke, 24 jam di sortir center ini tidak ada pergerakan sama sekali untuk update paketnya.",JNT,Jawa Barat,2021-01-20,pegawai nya ambil gaji buta bangke jam sortir center tidak gera update paket
1,Supir j&t nya ga ganti rugi sudah membuat body mtr saya pecah sampai kena mika lampu ga ada pertanggung jawab supirnya,JNT,Jawa Barat,2021-01-20,supir j t nya tidak ganti rugi body mtr pecah kena mika lampu tidak tanggung supirnya
1,Parah ini... paket salah sortir lah. Kerja gak benar ni kariawanya.. LAMAAA. malas pake jnt,JNT,Jawa Barat,2021-01-20,parah paket salah sortir  kerja tidak ni kariawanya lama malas pake jnt
5,"Juara ini. Enak adem numpang repacking di sini, semoga gak keberatan ya.",JNT,Jawa Barat,2021-01-20,juara enak adem numpang repacking moga tidak berat ya
